Invoice,Chk/Ref,Type,Order,Customer,Amount,Date,Due Date,Paid Date
146905,0,Invoices,S030592,Cust12,"1,959.60",7/21/2011,8/20/2011,8/1/2011
147001,0,Invoices,S030549,Cust12,"1,150.00",7/28/2011,8/27/2011,8/10/2011
147002,0,Invoices,S030591,Cust12,"3,492.40",7/28/2011,8/27/2011,8/10/2011
147003,0,Invoices,S030652,Cust12,"2,588.70",7/28/2011,8/27/2011,8/10/2011
147004,0,Invoices,S030651,Cust12,"3,202.60",7/28/2011,8/27/2011,8/10/2011
147005,0,Invoices,S030594,Cust12,"5,227.74",7/28/2011,8/27/2011,8/10/2011
147103,0,Invoices,S030591,Cust12,"1,083.80",8/4/2011,9/3/2011,8/15/2011
147104,0,Invoices,S030651,Cust12,"15,167.20",8/4/2011,9/3/2011,8/15/2011
147105,0,Invoices,S030746,Cust12,"10,549.40",8/4/2011,9/3/2011,8/15/2011
147106,0,Invoices,S030747,Cust12,"9,338.10",8/4/2011,9/3/2011,8/15/2011
147107,0,Invoices,S030811,Cust12,"2,317.60",8/4/2011,9/3/2011,8/25/2011
147223,0,Invoices,S030812,Cust12,"3,770.70",8/11/2011,9/10/2011,8/25/2011
147224,0,Invoices,S030811,Cust12,"30,973.20",8/11/2011,9/10/2011,8/25/2011
147310,0,Invoices,S030883,Cust12,"7,776.30",8/18/2011,9/17/2011,8/29/2011
147311,0,Invoices,S030882,Cust12,"11,095.20",8/18/2011,9/17/2011,8/29/2011
147402,0,Invoices,S030943,Cust12,"7,921.20",8/25/2011,9/24/2011,9/6/2011
147403,0,Invoices,S030942,Cust12,"14,526.80",8/25/2011,9/24/2011,9/6/2011
147471,0,Invoices,S030962,Cust12,50.00,8/29/2011,9/28/2011,9/12/2011
147526,0,Invoices,S030994,Cust12,"9,881.00",9/1/2011,10/1/2011,9/12/2011
147527,0,Invoices,S030995,Cust12,"8,243.40",9/1/2011,10/1/2011,9/12/2011
147528,0,Invoices,S031077,Cust12,"2,812.60",9/1/2011,10/1/2011,9/19/2011
147588,0,Invoices,S030996,Cust12,"1,344.00",9/8/2011,10/8/2011,9/19/2011
147589,0,Invoices,S031077,Cust12,"9,530.40",9/8/2011,10/8/2011,9/19/2011
147590,0,Invoices,S031079,Cust12,"3,183.00",9/8/2011,10/8/2011,9/19/2011
147591,0,Invoices,S031083,Cust12,"3,770.70",9/8/2011,10/8/2011,9/19/2011
147682,0,Invoices,S030996,Cust12,403.20,9/15/2011,10/15/2011,9/26/2011
147683,0,Invoices,S031080,Cust12,"3,411.90",9/15/2011,10/15/2011,9/26/2011
147684,0,Invoices,S031081,Cust12,612.68,9/15/2011,10/15/2011,9/26/2011
147685,0,Invoices,S031107,Cust12,"12,649.20",9/15/2011,10/15/2011,9/26/2011
147686,0,Invoices,S031108,Cust12,"16,809.60",9/15/2011,10/15/2011,9/26/2011
147687,0,Invoices,S031161,Cust12,100.00,9/15/2011,10/15/2011,9/29/2011
147727,0,Invoices,S030845,Cust12,"1,086.00",9/19/2011,10/19/2011,9/29/2011
147784,0,Invoices,S031106,Cust12,"1,406.40",9/22/2011,10/22/2011,10/3/2011
147785,0,Invoices,S031140,Cust12,"10,563.40",9/22/2011,10/22/2011,10/3/2011
147786,0,Invoices,S031141,Cust12,"3,228.00",9/22/2011,10/22/2011,10/3/2011
147875,0,Invoices,S031279,Cust12,"19,441.20",9/29/2011,10/29/2011,10/13/2011
147876,0,Invoices,S031227,Cust12,"7,037.60",9/29/2011,10/29/2011,10/13/2011
147877,0,Invoices,S031228,Cust12,"4,549.50",9/29/2011,10/29/2011,10/13/2011
147955,0,Invoices,S031278,Cust12,"7,633.80",10/6/2011,11/5/2011,10/24/2011
147956,0,Invoices,S031279,Cust12,"1,083.80",10/6/2011,11/5/2011,10/24/2011
147957,0,Invoices,S031280,Cust12,"3,411.90",10/6/2011,11/5/2011,10/24/2011
148033,0,Invoices,S031226,Cust12,"2,633.55",10/13/2011,11/12/2011,10/31/2011
148034,0,Invoices,S031340,Cust12,"4,257.40",10/13/2011,11/12/2011,10/31/2011
148035,0,Invoices,S031371,Cust12,"2,801.55",10/13/2011,11/12/2011,10/31/2011
148036,0,Invoices,S031395,Cust12,"21,419.40",10/13/2011,11/12/2011,10/31/2011
148122,0,Invoices,S031394,Cust12,"12,648.30",10/20/2011,11/19/2011,10/31/2011
148123,0,Invoices,S031395,Cust12,"1,873.40",10/20/2011,11/19/2011,10/31/2011
148124,0,Invoices,S031341,Cust12,"2,759.04",10/20/2011,11/19/2011,10/31/2011
148231,0,Invoices,S031443,Cust12,"6,944.80",10/27/2011,11/26/2011,11/10/2011
148232,0,Invoices,S031444,Cust12,"5,674.20",10/27/2011,11/26/2011,11/10/2011
148233,0,Invoices,S031445,Cust12,"3,411.90",10/27/2011,11/26/2011,11/10/2011
148234,0,Invoices,S031446,Cust12,"4,783.46",10/27/2011,11/26/2011,11/10/2011
148235,0,Invoices,S031525,Cust12,"3,376.50",10/27/2011,11/26/2011,11/10/2011
148236,0,Invoices,S031524,Cust12,"5,625.20",10/27/2011,11/26/2011,11/10/2011
148331,0,Invoices,S031526,Cust12,581.70,11/3/2011,12/3/2011,11/14/2011
148332,0,Invoices,S031525,Cust12,"2,426.70",11/3/2011,12/3/2011,11/14/2011
148333,0,Invoices,S031524,Cust12,"12,079.20",11/3/2011,12/3/2011,11/14/2011
148399,0,Invoices,S031489,Cust12,184.12,11/10/2011,12/10/2011,12/5/2011
148400,0,Invoices,S031526,Cust12,"1,131.90",11/10/2011,12/10/2011,12/5/2011
148401,0,Invoices,S031590,Cust12,"5,045.80",11/10/2011,12/10/2011,12/5/2011
148402,0,Invoices,S031591,Cust12,"4,399.80",11/10/2011,12/10/2011,12/5/2011
148478,0,Invoices,S031592,Cust12,"1,678.80",11/17/2011,12/17/2011,12/2/2011
148479,0,Invoices,S031593,Cust12,"2,801.55",11/17/2011,12/17/2011,12/2/2011
148480,0,Invoices,S031639,Cust12,"6,216.90",11/17/2011,12/17/2011,12/2/2011
148481,0,Invoices,S031640,Cust12,"4,817.20",11/17/2011,12/17/2011,12/2/2011
148482,0,Invoices,S031692,Cust12,"3,915.60",11/17/2011,12/17/2011,12/2/2011
148483,0,Invoices,S031693,Cust12,"5,661.20",11/17/2011,12/17/2011,12/2/2011
148545,0,Invoices,S031692,Cust12,"3,377.70",11/22/2011,12/22/2011,12/5/2011
148546,0,Invoices,S031693,Cust12,774.40,11/22/2011,12/22/2011,12/5/2011
148547,0,Invoices,S031694,Cust12,612.68,11/22/2011,12/22/2011,12/5/2011
148548,0,Invoices,S031695,Cust12,"1,733.10",11/22/2011,12/22/2011,12/5/2011
148549,0,Invoices,S031755,Cust12,"4,686.20",11/22/2011,12/22/2011,12/5/2011
148550,0,Invoices,S031756,Cust12,"5,816.70",11/22/2011,12/22/2011,12/5/2011
148707,0,Invoices,S031849,Cust12,774.40,12/8/2011,1/7/2012,12/21/2011
148708,0,Invoices,S031809,Cust12,"4,386.30",12/8/2011,1/7/2012,12/21/2011
148709,0,Invoices,S031808,Cust12,"15,122.52",12/8/2011,1/7/2012,12/21/2011
148796,0,Invoices,S031886,Cust12,"2,323.20",12/15/2011,1/14/2012,12/28/2011
148797,0,Invoices,S031850,Cust12,"2,588.70",12/15/2011,1/14/2012,12/28/2011
148798,0,Invoices,S031849,Cust12,"9,608.00",12/15/2011,1/14/2012,12/28/2011
148894,0,Invoices,S031851,Cust12,"2,762.64",12/22/2011,1/21/2012,1/4/2012
148895,0,Invoices,S031895,Cust12,"13,871.20",12/22/2011,1/21/2012,1/4/2012
148896,0,Invoices,S031896,Cust12,"5,214.72",12/22/2011,1/21/2012,1/4/2012
148897,0,Invoices,S031897,Cust12,"7,748.70",12/22/2011,1/21/2012,1/4/2012
148941,0,Invoices,S032013,Cust12,"1,088.40",12/29/2011,1/28/2012,1/5/2012
148942,0,Invoices,S031973,Cust12,"5,187.60",12/29/2011,1/28/2012,1/5/2012
148943,0,Invoices,S031972,Cust12,"7,704.20",12/29/2011,1/28/2012,1/5/2012
148944,0,Invoices,S031898,Cust12,211.76,12/29/2011,1/28/2012,1/13/2012
148992,0,Invoices,S032013,Cust12,"1,858.20",1/5/2012,2/4/2012,1/13/2012
148993,0,Invoices,S032038,Cust12,103.87,1/5/2012,2/4/2012,1/13/2012
148994,0,Invoices,S032045,Cust12,"1,418.59",1/5/2012,2/4/2012,1/10/2012
148995,0,Invoices,S032037,Cust12,"1,805.55",1/5/2012,2/4/2012,1/9/2012
149036,0,Invoices,S032045,Cust12,"1,549.23",1/10/2012,2/9/2012,1/23/2012
149037,0,Invoices,S032037,Cust12,"1,969.22",1/10/2012,2/9/2012,1/23/2012
149079,0,Invoices,S032068,Cust12,631.92,1/12/2012,2/11/2012,1/23/2012
149080,0,Invoices,S032008,Cust12,208.64,1/12/2012,2/11/2012,1/23/2012
149081,0,Invoices,S032015,Cust12,"3,411.90",1/12/2012,2/11/2012,1/23/2012
149082,0,Invoices,S032050,Cust12,"8,251.38",1/12/2012,2/11/2012,1/23/2012
149083,0,Invoices,S032051,Cust12,"3,377.70",1/12/2012,2/11/2012,1/23/2012
149106,0,Invoices,S032148,Cust12,50.00,1/16/2012,2/15/2012,1/30/2012
149149,0,Invoices,S032086,Cust12,"3,967.20",1/20/2012,2/19/2012,1/30/2012
149150,0,Invoices,S032088,Cust12,"2,408.60",1/20/2012,2/19/2012,1/30/2012
149151,0,Invoices,S032144,Cust12,"1,416.90",1/20/2012,2/19/2012,1/30/2012
149152,0,Invoices,S032146,Cust12,"4,548.30",1/20/2012,2/19/2012,1/30/2012
149224,0,Invoices,S032087,Cust12,"2,831.04",1/26/2012,2/25/2012,2/2/2012
149225,0,Invoices,S032089,Cust12,612.68,1/26/2012,2/25/2012,2/2/2012
149226,0,Invoices,S032143,Cust12,"10,158.40",1/26/2012,2/25/2012,2/2/2012
149227,0,Invoices,S032145,Cust12,"5,884.60",1/26/2012,2/25/2012,2/2/2012
149228,0,Invoices,S032146,Cust12,"1,811.10",1/26/2012,2/25/2012,2/2/2012
149229,0,Invoices,S032181,Cust12,"6,065.40",1/26/2012,2/25/2012,2/2/2012
149230,0,Invoices,S032182,Cust12,"6,507.90",1/26/2012,2/25/2012,2/2/2012
149275,0,Invoices,S032256,Cust12,61.16,1/30/2012,2/29/2012,2/14/2012
149315,0,Invoices,S032179,Cust12,"2,660.70",2/2/2012,3/3/2012,2/14/2012
149316,0,Invoices,S032180,Cust12,"2,455.68",2/2/2012,3/3/2012,2/14/2012
149317,0,Invoices,S032181,Cust12,"4,825.60",2/2/2012,3/3/2012,2/14/2012
149318,0,Invoices,S032183,Cust12,"1,310.40",2/2/2012,3/3/2012,2/14/2012
149319,0,Invoices,S032260,Cust12,"1,858.20",2/2/2012,3/3/2012,2/14/2012
149320,0,Invoices,S032261,Cust12,"1,811.10",2/2/2012,3/3/2012,2/14/2012
149321,0,Invoices,S032264,Cust12,"4,095.30",2/2/2012,3/3/2012,2/14/2012
149322,0,Invoices,S032267,Cust12,"1,227.84",2/2/2012,3/3/2012,2/14/2012
149389,0,Invoices,S032260,Cust12,"2,408.60",2/9/2012,3/10/2012,2/21/2012
149390,0,Invoices,S032183,Cust12,436.80,2/9/2012,3/10/2012,2/21/2012
149391,0,Invoices,S032314,Cust12,"1,959.60",2/9/2012,3/10/2012,2/21/2012
149392,0,Invoices,S032313,Cust12,"8,334.80",2/9/2012,3/10/2012,2/21/2012
149393,0,Invoices,S032267,Cust12,"1,227.84",2/9/2012,3/10/2012,2/21/2012
149394,0,Invoices,S032265,Cust12,757.40,2/9/2012,3/10/2012,2/21/2012
149395,0,Invoices,S032261,Cust12,"2,588.70",2/9/2012,3/10/2012,2/21/2012
149535,0,Invoices,S032407,Cust12,161.05,2/23/2012,3/24/2012,3/2/2012
149536,0,Invoices,S032444,Cust12,204.00,2/23/2012,3/24/2012,3/2/2012
149537,0,Invoices,S032315,Cust12,"2,759.04",2/23/2012,3/24/2012,3/2/2012
149538,0,Invoices,S032377,Cust12,"13,470.80",2/23/2012,3/24/2012,3/2/2012
149539,0,Invoices,S032378,Cust12,"2,588.70",2/23/2012,3/24/2012,3/2/2012
149540,0,Invoices,S032380,Cust12,"4,872.00",2/23/2012,3/24/2012,3/2/2012
149541,0,Invoices,S032381,Cust12,967.20,2/23/2012,3/24/2012,3/2/2012
149652,0,Invoices,S032442,Cust12,"5,803.20",3/1/2012,3/31/2012,3/9/2012
149653,0,Invoices,S032443,Cust12,"2,575.60",3/1/2012,3/31/2012,3/9/2012
149654,0,Invoices,S032497,Cust12,"6,647.80",3/1/2012,3/31/2012,3/9/2012
149655,0,Invoices,S032498,Cust12,"4,399.80",3/1/2012,3/31/2012,3/9/2012
149742,0,Invoices,S032498,Cust12,"1,960.80",3/8/2012,4/7/2012,3/15/2012
149743,0,Invoices,S032497,Cust12,"1,088.40",3/8/2012,4/7/2012,3/15/2012
149744,0,Invoices,S032567,Cust12,"1,956.00",3/8/2012,4/7/2012,3/15/2012
149745,0,Invoices,S032568,Cust12,"1,158.80",3/8/2012,4/7/2012,3/15/2012
149746,0,Invoices,S032566,Cust12,"8,167.20",3/8/2012,4/7/2012,3/15/2012
149747,0,Invoices,S032499,Cust12,"2,730.30",3/8/2012,4/7/2012,3/15/2012
149856,0,Invoices,S032566,Cust12,"1,475.20",3/19/2012,4/18/2012,3/28/2012
149857,0,Invoices,S032569,Cust12,"1,406.40",3/19/2012,4/18/2012,3/28/2012
149858,0,Invoices,S032588,Cust12,"8,613.40",3/19/2012,4/18/2012,3/28/2012
149859,0,Invoices,S032589,Cust12,"1,959.60",3/19/2012,4/18/2012,3/28/2012
149966,0,Invoices,S032694,Cust12,"1,747.20",3/26/2012,4/25/2012,4/5/2012
149967,0,Invoices,S032647,Cust12,612.68,3/26/2012,4/25/2012,4/5/2012
149968,0,Invoices,S032644,Cust12,"12,720.60",3/26/2012,4/25/2012,4/5/2012
149969,0,Invoices,S032645,Cust12,"7,776.30",3/26/2012,4/25/2012,4/5/2012
150059,0,Invoices,S032755,Cust12,"1,800.20",4/3/2012,5/3/2012,4/12/2012
150060,0,Invoices,S032693,Cust12,"3,372.90",4/3/2012,5/3/2012,4/12/2012
150061,0,Invoices,S032646,Cust12,"3,411.90",4/3/2012,5/3/2012,4/12/2012
150062,0,Invoices,S032692,Cust12,"11,108.20",4/3/2012,5/3/2012,4/12/2012
150123,0,Invoices,S032755,Cust12,"16,589.60",4/9/2012,5/9/2012,4/19/2012
150124,0,Invoices,S032756,Cust12,"6,504.30",4/9/2012,5/9/2012,4/19/2012
150197,0,Invoices,S032757,Cust12,"2,772.06",4/16/2012,5/16/2012,4/25/2012
150198,0,Invoices,S032822,Cust12,"10,727.00",4/16/2012,5/16/2012,4/25/2012
150199,0,Invoices,S032823,Cust12,"2,588.70",4/16/2012,5/16/2012,4/25/2012
150200,0,Invoices,S032885,Cust12,"4,237.80",4/16/2012,5/16/2012,4/25/2012
150292,0,Invoices,S032885,Cust12,"3,628.20",4/23/2012,5/23/2012,5/2/2012
150293,0,Invoices,S032886,Cust12,"15,524.00",4/23/2012,5/23/2012,5/2/2012
150378,0,Invoices,S032938,Cust12,"7,221.00",4/30/2012,5/30/2012,5/9/2012
150379,0,Invoices,S032939,Cust12,"1,416.90",4/30/2012,5/30/2012,5/9/2012
150380,0,Invoices,S032940,Cust12,"3,411.90",4/30/2012,5/30/2012,5/9/2012
150381,0,Invoices,S032987,Cust12,"3,492.40",4/30/2012,5/30/2012,5/9/2012
150382,0,Invoices,S032984,Cust12,192.32,4/30/2012,5/30/2012,5/31/2012
150488,0,Invoices,S032988,Cust12,"3,372.90",5/7/2012,6/6/2012,6/4/2012
150566,0,Invoices,S033045,Cust12,"4,548.30",5/14/2012,6/13/2012,5/23/2012
150567,0,Invoices,S033044,Cust12,"10,659.40",5/14/2012,6/13/2012,5/23/2012
150671,0,Invoices,S033144,Cust12,"4,806.00",5/21/2012,6/20/2012,5/31/2012
150672,0,Invoices,S033146,Cust12,262.44,5/21/2012,6/20/2012,5/31/2012
150673,0,Invoices,S033043,Cust12,"2,660.70",5/21/2012,6/20/2012,5/31/2012
150674,0,Invoices,S033111,Cust12,"2,916.00",5/21/2012,6/20/2012,5/31/2012
150675,0,Invoices,S033112,Cust12,"3,831.60",5/21/2012,6/20/2012,5/31/2012
150676,0,Invoices,S033182,Cust12,"1,088.40",5/21/2012,6/20/2012,5/31/2012
150782,0,Invoices,S033182,Cust12,"14,973.00",5/29/2012,6/28/2012,6/7/2012
150783,0,Invoices,S033114,Cust12,"4,911.36",5/29/2012,6/28/2012,6/7/2012
150784,0,Invoices,S033185,Cust12,"2,359.88",5/29/2012,6/28/2012,6/7/2012
150785,0,Invoices,S033183,Cust12,"19,137.60",5/29/2012,6/28/2012,6/7/2012
150884,0,Invoices,S033252,Cust12,"11,101.80",6/5/2012,7/5/2012,6/15/2012
150885,0,Invoices,S033253,Cust12,"1,416.90",6/5/2012,7/5/2012,6/15/2012
150886,0,Invoices,S033254,Cust12,"1,088.40",6/5/2012,7/5/2012,6/15/2012
150888,0,Invoices,S033294,Cust12,"4,005.00",6/5/2012,7/5/2012,6/15/2012
150961,0,Invoices,S033340,Cust12,96.16,6/11/2012,7/11/2012,6/21/2012
150962,0,Invoices,S033255,Cust12,"3,411.90",6/11/2012,7/11/2012,6/21/2012
150963,0,Invoices,S033316,Cust12,"5,475.00",6/11/2012,7/11/2012,6/21/2012
150964,0,Invoices,S033317,Cust12,"6,360.60",6/11/2012,7/11/2012,6/21/2012
151034,0,Invoices,S033387,Cust12,"4,544.70",6/18/2012,7/18/2012,6/29/2012
151035,0,Invoices,S033386,Cust12,"22,795.80",6/18/2012,7/18/2012,6/29/2012
151125,0,Invoices,S033466,Cust12,"5,187.60",6/22/2012,7/22/2012,7/6/2012
151126,0,Invoices,S033467,Cust12,"14,737.00",6/22/2012,7/22/2012,7/6/2012
151127,0,Invoices,S033537,Cust12,"1,863.80",6/22/2012,7/22/2012,7/6/2012
151288,0,Invoices,S033537,Cust12,"12,786.20",7/2/2012,8/1/2012,7/12/2012
151289,0,Invoices,S033538,Cust12,"7,759.20",7/2/2012,8/1/2012,7/12/2012
151359,0,Invoices,S033598,Cust12,"8,798.40",7/9/2012,8/8/2012,7/18/2012
151360,0,Invoices,S033599,Cust12,"6,359.40",7/9/2012,8/8/2012,7/18/2012
151361,0,Invoices,S033539,Cust12,"2,831.04",7/9/2012,8/8/2012,7/18/2012
151465,0,Invoices,S033666,Cust12,"15,680.40",7/16/2012,8/15/2012,7/26/2012
151466,0,Invoices,S033665,Cust12,"18,907.40",7/16/2012,8/15/2012,7/26/2012
151582,0,Invoices,S033747,Cust12,"6,509.10",7/23/2012,8/22/2012,8/2/2012
151583,0,Invoices,S033665,Cust12,"1,863.80",7/23/2012,8/22/2012,8/2/2012
151584,0,Invoices,S033667,Cust12,"2,672.82",7/23/2012,8/22/2012,8/2/2012
151585,0,Invoices,S033746,Cust12,"14,009.40",7/23/2012,8/22/2012,8/2/2012
151586,0,Invoices,S033628,Cust12,"6,484.50",7/23/2012,8/22/2012,8/10/2012
151678,0,Invoices,S033814,Cust12,"21,269.60",7/30/2012,8/29/2012,8/10/2012
151679,0,Invoices,S033815,Cust12,"13,737.90",7/30/2012,8/29/2012,8/10/2012
151680,0,Invoices,S033872,Cust12,"2,306.20",7/30/2012,8/29/2012,8/10/2012
151683,0,Invoices,S033628,Cust12,327.50,7/30/2012,8/29/2012,8/10/2012
151765,0,Invoices,S033816,Cust12,612.68,8/6/2012,9/5/2012,8/15/2012
151766,0,Invoices,S033817,Cust12,"4,911.36",8/6/2012,9/5/2012,8/15/2012
151767,0,Invoices,S033872,Cust12,"28,422.40",8/6/2012,9/5/2012,8/15/2012
151768,0,Invoices,S033873,Cust12,"14,910.00",8/6/2012,9/5/2012,8/15/2012
151769,0,Invoices,S033948,Cust12,"8,072.80",8/6/2012,9/5/2012,8/15/2012
151876,0,Invoices,S033874,Cust12,"3,411.90",8/13/2012,9/12/2012,8/22/2012
151877,0,Invoices,S033875,Cust12,"1,747.20",8/13/2012,9/12/2012,8/22/2012
151878,0,Invoices,S033948,Cust12,"16,311.40",8/13/2012,9/12/2012,8/22/2012
151879,0,Invoices,S033949,Cust12,"16,808.40",8/13/2012,9/12/2012,8/22/2012
151967,0,Invoices,S034011,Cust12,"11,296.60",8/21/2012,9/20/2012,8/30/2012
151968,0,Invoices,S034012,Cust12,"12,014.10",8/21/2012,9/20/2012,8/30/2012
152049,0,Invoices,S034050,Cust12,"22,179.00",8/27/2012,9/26/2012,9/5/2012
152050,0,Invoices,S034051,Cust12,"14,370.60",8/27/2012,9/26/2012,9/5/2012
152144,0,Invoices,S034153,Cust12,801.00,9/4/2012,10/4/2012,10/5/2012
152145,0,Invoices,S034123,Cust12,"5,584.20",9/4/2012,10/4/2012,9/17/2012
152146,0,Invoices,S034013,Cust12,"2,831.04",9/4/2012,10/4/2012,9/17/2012
152147,0,Invoices,S034124,Cust12,"12,810.40",9/4/2012,10/4/2012,9/17/2012
152218,0,Invoices,S034177,Cust12,"15,159.20",9/10/2012,10/10/2012,9/21/2012
152219,0,Invoices,S034125,Cust12,"2,701.56",9/10/2012,10/10/2012,9/21/2012
152220,0,Invoices,S034233,Cust12,"3,411.90",9/10/2012,10/10/2012,9/21/2012
152221,0,Invoices,S034178,Cust12,"8,391.90",9/10/2012,10/10/2012,9/21/2012
152296,0,Invoices,S034239,Cust12,"6,988.50",9/17/2012,10/17/2012,9/26/2012
152297,0,Invoices,S034238,Cust12,"18,987.20",9/17/2012,10/17/2012,9/26/2012
152388,0,Invoices,S034287,Cust12,"5,984.20",9/24/2012,10/24/2012,10/5/2012
152389,0,Invoices,S034288,Cust12,"1,416.90",9/24/2012,10/24/2012,10/5/2012
152470,0,Invoices,S034356,Cust12,"1,324.80",10/1/2012,10/31/2012,10/10/2012
152471,0,Invoices,S034357,Cust12,"6,504.30",10/1/2012,10/31/2012,10/10/2012
152557,0,Invoices,S034359,Cust12,"1,406.40",10/8/2012,11/7/2012,10/18/2012
152558,0,Invoices,S034413,Cust12,"2,921.60",10/8/2012,11/7/2012,10/18/2012
152559,0,Invoices,S034414,Cust12,"2,588.70",10/8/2012,11/7/2012,10/18/2012
152560,0,Invoices,S034358,Cust12,612.68,10/8/2012,11/7/2012,10/18/2012
152642,0,Invoices,S034457,Cust12,"4,896.60",10/15/2012,11/14/2012,10/25/2012
152643,0,Invoices,S034456,Cust12,"12,024.00",10/15/2012,11/14/2012,10/25/2012
152771,0,Invoices,S034500,Cust12,"15,781.80",10/22/2012,11/21/2012,10/31/2012
152772,0,Invoices,S034501,Cust12,"1,811.10",10/22/2012,11/21/2012,10/31/2012
152902,0,Invoices,S034635,Cust12,"5,768.20",11/5/2012,12/5/2012,11/15/2012
152903,0,Invoices,S034566,Cust12,"2,359.88",11/5/2012,12/5/2012,11/15/2012
152904,0,Invoices,S034567,Cust12,"4,911.36",11/5/2012,12/5/2012,11/15/2012
152905,0,Invoices,S034636,Cust12,"4,399.80",11/5/2012,12/5/2012,11/15/2012
152906,0,Invoices,S034565,Cust12,"1,841.20",11/5/2012,12/5/2012,11/15/2012
152907,0,Invoices,S034564,Cust12,"3,915.60",11/5/2012,12/5/2012,11/15/2012
152994,0,Invoices,S034690,Cust12,"3,372.90",11/12/2012,12/12/2012,11/21/2012
152995,0,Invoices,S034689,Cust12,"7,941.00",11/12/2012,12/12/2012,11/21/2012
153053,0,Invoices,S034823,Cust12,"2,027.90",11/16/2012,12/16/2012,11/29/2012
153089,0,Invoices,S034744,Cust12,"5,586.20",11/19/2012,12/19/2012,11/29/2012
153090,0,Invoices,S034824,Cust12,"2,317.60",11/19/2012,12/19/2012,11/29/2012
153091,0,Invoices,S034745,Cust12,"1,959.60",11/19/2012,12/19/2012,11/29/2012
153129,0,Invoices,S034810,Cust12,"11,626.20",11/26/2012,12/26/2012,12/5/2012
153130,0,Invoices,S034811,Cust12,"1,959.60",11/26/2012,12/26/2012,12/5/2012
153235,0,Invoices,S034746,Cust12,"2,660.70",12/3/2012,1/2/2013,12/14/2012
153236,0,Invoices,S034861,Cust12,"10,736.20",12/3/2012,1/2/2013,12/14/2012
153237,0,Invoices,S034862,Cust12,"15,231.90",12/3/2012,1/2/2013,12/14/2012
153316,0,Invoices,S034863,Cust12,"3,354.13",12/10/2012,1/9/2013,12/21/2012
153317,0,Invoices,S034899,Cust12,"1,862.80",12/10/2012,1/9/2013,12/21/2012
153410,0,Invoices,S035029,Cust12,"3,733.40",12/17/2012,1/16/2013,12/28/2012
153411,0,Invoices,S034963,Cust12,"3,526.20",12/17/2012,1/16/2013,12/28/2012
153556,0,Invoices,S034964,Cust12,"2,759.04",1/2/2013,2/1/2013,1/14/2013
153557,0,Invoices,S035029,Cust12,"5,522.20",1/2/2013,2/1/2013,1/14/2013
153558,0,Invoices,S035030,Cust12,"4,399.80",1/2/2013,2/1/2013,1/14/2013
153559,0,Invoices,S035075,Cust12,"4,875.60",1/2/2013,2/1/2013,1/14/2013
153560,0,Invoices,S035076,Cust12,"9,323.20",1/2/2013,2/1/2013,1/14/2013
153621,0,Invoices,S035029,Cust12,"2,812.60",1/7/2013,2/6/2013,1/18/2013
153622,0,Invoices,S035030,Cust12,"2,588.70",1/7/2013,2/6/2013,1/18/2013
153623,0,Invoices,S035120,Cust12,"8,450.20",1/7/2013,2/6/2013,1/18/2013
153624,0,Invoices,S035121,Cust12,"10,199.40",1/7/2013,2/6/2013,1/18/2013
153699,0,Invoices,S035137,Cust12,"3,920.40",1/14/2013,2/13/2013,1/31/2013
153700,0,Invoices,S035122,Cust12,"2,831.04",1/14/2013,2/13/2013,1/31/2013
153701,0,Invoices,S035136,Cust12,"5,900.20",1/14/2013,2/13/2013,1/31/2013
153787,0,Invoices,S035182,Cust12,"9,907.80",1/21/2013,2/20/2013,1/31/2013
153788,0,Invoices,S035181,Cust12,"1,668.60",1/21/2013,2/20/2013,1/31/2013
153848,0,Invoices,S035228,Cust12,"4,417.20",1/28/2013,2/27/2013,2/7/2013
153849,0,Invoices,S035227,Cust12,"4,005.60",1/28/2013,2/27/2013,2/7/2013
153850,0,Invoices,S035281,Cust12,736.36,1/28/2013,2/27/2013,2/28/2013
153952,0,Invoices,S035341,Cust12,291.45,2/4/2013,3/6/2013,3/7/2013
153953,0,Invoices,S035290,Cust12,"5,187.60",2/4/2013,3/6/2013,2/20/2013
153954,0,Invoices,S035291,Cust12,"12,527.80",2/4/2013,3/6/2013,2/20/2013
153955,0,Invoices,S035293,Cust12,"2,359.88",2/4/2013,3/6/2013,2/20/2013
154038,0,Invoices,S035386,Cust12,"2,588.70",2/11/2013,3/13/2013,2/20/2013
154039,0,Invoices,S035339,Cust12,"2,588.70",2/11/2013,3/13/2013,2/20/2013
154040,0,Invoices,S035338,Cust12,"13,685.00",2/11/2013,3/13/2013,2/20/2013
154041,0,Invoices,S035387,Cust12,711.80,2/11/2013,3/13/2013,2/20/2013
154113,0,Invoices,S035340,Cust12,"3,411.90",2/19/2013,3/21/2013,2/28/2013
154114,0,Invoices,S035387,Cust12,"4,787.80",2/19/2013,3/21/2013,2/28/2013
154166,0,Invoices,S035476,Cust12,236.95,2/25/2013,3/27/2013,3/28/2013
154167,0,Invoices,S035429,Cust12,"5,529.00",2/25/2013,3/27/2013,3/7/2013
154168,0,Invoices,S035430,Cust12,"3,376.50",2/25/2013,3/27/2013,3/7/2013
154254,0,Invoices,S035465,Cust12,"1,620.20",3/4/2013,4/3/2013,3/15/2013
154255,0,Invoices,S035464,Cust12,"3,916.80",3/4/2013,4/3/2013,3/15/2013
154320,0,Invoices,S035519,Cust12,"6,197.40",3/11/2013,4/10/2013,3/25/2013
